@relation solicitantes

@attribute edad_del_peticionario real
@attribute nivel_de_estudios {ninguno, licenciatura, posgrado}
@attribute nivel_de_renta {alto, medio, bajo}
@attribute patrimonio {alto, medio, bajo}
@attribute numero_de_hijos real
@attribute tamano_del_credito real
@attribute funcionario {si, no}
@attribute autorizado {si, no}

@data
52,ninguno,medio,medio,1,16236,si,si
29,licenciatura,medio,alto,1,20355,si,si
47,posgrado,medio,medio,3,40364,si,si
59,ninguno,medio,alto,3,60402,si,si
55,ninguno,bajo,bajo,5,17139,si,no
33,ninguno,bajo,bajo,2,18561,si,no
46,ninguno,bajo,bajo,2,17181,si,no
27,licenciatura,medio,medio,2,24355,si,si
34,ninguno,medio,medio,3,95355,si,si
34,licenciatura,medio,bajo,0,67264,si,si
30,licenciatura,medio,medio,1,46192,si,si
41,ninguno,bajo,bajo,5,1349,no,no
59,posgrado,alto,medio,3,81595,si,si
50,ninguno,bajo,bajo,3,2812,si,si
25,ninguno,bajo,bajo,5,7094,si,no
48,posgrado,alto,medio,3,65237,si,si
58,ninguno,medio,medio,0,4128,si,si
57,ninguno,bajo,bajo,2,12698,no,no
51,ninguno,medio,medio,3,37986,no,no
50,ninguno,bajo,bajo,6,10601,no,si
59,ninguno,bajo,bajo,1,4812,no,no
36,ninguno,medio,alto,1,39137,no,si
43,posgrado,medio,bajo,3,37249,si,no
56,ninguno,bajo,bajo,3,6340,no,no
43,ninguno,bajo,bajo,2,10378,no,no
31,licenciatura,bajo,medio,2,12481,no,no
26,licenciatura,medio,alto,1,29590,si,si
24,licenciatura,bajo,bajo,5,7223,no,si
38,licenciatura,bajo,bajo,6,5443,si,no
48,ninguno,bajo,bajo,1,755,no,no
36,licenciatura,medio,alto,1,44289,si,si
41,posgrado,medio,alto,3,80761,si,si
24,ninguno,medio,medio,1,13898,si,no
56,ninguno,bajo,bajo,4,11635,no,no
25,licenciatura,bajo,bajo,2,7319,si,no
54,ninguno,bajo,bajo,4,19595,no,si
21,licenciatura,medio,alto,1,71464,si,si
45,posgrado,medio,bajo,1,42735,si,si
25,ninguno,medio,bajo,0,21511,si,no
28,ninguno,bajo,medio,3,9500,no,no
41,ninguno,bajo,bajo,1,13567,no,si
47,ninguno,bajo,bajo,2,12754,no,si
29,licenciatura,bajo,bajo,6,9342,no,no
34,licenciatura,medio,alto,0,24552,no,no
30,ninguno,medio,bajo,0,12758,si,si
48,ninguno,bajo,medio,5,14153,si,si
23,licenciatura,medio,medio,2,3375,si,si
30,ninguno,bajo,medio,6,17176,no,si
60,posgrado,medio,medio,2,98366,si,si
57,posgrado,medio,alto,3,88782,si,si
43,posgrado,medio,medio,1,78414,si,si
46,posgrado,medio,medio,2,27531,si,no
37,licenciatura,medio,medio,3,1726,si,si
25,ninguno,bajo,bajo,6,15200,no,no
54,posgrado,medio,medio,2,22872,si,si
36,ninguno,medio,bajo,2,15157,si,si
25,licenciatura,medio,alto,2,30671,si,si
22,licenciatura,medio,bajo,0,15512,si,si
46,ninguno,bajo,bajo,1,7936,no,no
49,posgrado,medio,bajo,1,85531,si,si
22,licenciatura,medio,alto,2,27656,si,si
37,licenciatura,medio,medio,2,52557,si,si
49,ninguno,bajo,bajo,1,7715,no,no
33,ninguno,medio,medio,1,40453,si,si
30,licenciatura,medio,medio,1,38849,si,si
41,ninguno,bajo,bajo,5,13292,no,si
23,licenciatura,bajo,medio,1,9068,si,no
56,ninguno,medio,medio,0,23086,si,si
26,licenciatura,bajo,bajo,4,3747,no,si
60,ninguno,bajo,bajo,4,15992,no,no
48,ninguno,bajo,bajo,3,2028,no,no
28,licenciatura,bajo,bajo,5,6718,no,si
37,ninguno,bajo,bajo,1,10417,no,no
26,licenciatura,medio,bajo,2,39941,si,no
47,ninguno,bajo,bajo,6,6201,si,no
26,ninguno,medio,medio,3,50545,si,si
44,posgrado,medio,bajo,1,95456,si,si
42,ninguno,medio,bajo,1,47148,si,si
38,licenciatura,bajo,bajo,1,4506,si,si
42,ninguno,bajo,bajo,4,9860,no,no
51,ninguno,medio,alto,0,47127,si,si
40,posgrado,bajo,bajo,4,7284,si,si
57,ninguno,bajo,bajo,4,1400,no,no
46,posgrado,bajo,bajo,4,16227,si,no
51,ninguno,bajo,bajo,5,12806,no,no
43,ninguno,bajo,bajo,6,14266,si,no
38,licenciatura,medio,alto,0,61638,si,si
44,ninguno,medio,alto,3,86337,si,si
44,ninguno,medio,bajo,1,28686,si,no
55,posgrado,medio,bajo,1,76445,si,si
57,ninguno,bajo,bajo,4,12661,no,no
56,ninguno,bajo,bajo,4,19726,no,no
55,ninguno,medio,medio,2,29798,si,si
58,posgrado,medio,medio,0,50406,si,si
27,ninguno,medio,medio,1,42687,si,no
26,licenciatura,medio,medio,2,49875,si,si
45,posgrado,medio,bajo,1,74319,si,si
50,posgrado,medio,alto,3,17555,si,si
34,licenciatura,medio,alto,0,99767,si,si
31,ninguno,medio,medio,2,26387,no,no
42,posgrado,alto,alto,2,36544,si,si
31,licenciatura,medio,alto,2,33435,si,no
49,ninguno,bajo,medio,3,4942,no,no
60,ninguno,bajo,medio,4,4038,no,no
25,licenciatura,medio,bajo,2,64977,si,si
24,licenciatura,medio,bajo,1,57319,si,si
23,licenciatura,bajo,bajo,3,4023,no,no
41,ninguno,bajo,bajo,6,7737,no,no
20,licenciatura,bajo,bajo,2,9111,no,no
46,posgrado,medio,medio,0,48281,si,si
41,posgrado,medio,alto,2,7819,si,si
53,ninguno,medio,medio,3,63295,si,no
27,licenciatura,bajo,bajo,4,16705,no,no
36,licenciatura,medio,bajo,0,79953,si,si
22,ninguno,bajo,medio,1,16489,si,no
52,ninguno,bajo,bajo,6,5633,no,no
48,ninguno,bajo,medio,5,11372,no,no
54,ninguno,medio,medio,3,38394,si,si
51,ninguno,bajo,bajo,4,19785,no,no
35,licenciatura,bajo,bajo,2,12386,no,no
52,ninguno,bajo,bajo,3,5639,si,no
26,ninguno,alto,bajo,2,10220,si,si
29,ninguno,bajo,bajo,6,9684,no,no
33,ninguno,medio,alto,0,39630,si,si
46,ninguno,bajo,bajo,3,2930,no,no
60,posgrado,medio,bajo,2,79872,si,si
60,ninguno,bajo,bajo,1,13845,si,no
49,ninguno,bajo,bajo,1,2178,si,no
25,ninguno,bajo,bajo,5,18490,si,no
53,ninguno,bajo,medio,3,15197,no,si
22,ninguno,bajo,bajo,1,5908,no,no
45,posgrado,bajo,bajo,5,13841,no,si
24,ninguno,bajo,bajo,2,2646,no,no
25,licenciatura,medio,alto,1,63843,si,si
49,ninguno,bajo,bajo,4,7582,no,si
28,licenciatura,bajo,bajo,5,10656,no,si
46,posgrado,bajo,bajo,6,11927,no,no
41,posgrado,medio,alto,0,38687,si,no
52,posgrado,medio,bajo,2,83511,si,si
60,posgrado,medio,medio,2,37630,si,si
43,posgrado,medio,medio,0,56980,si,si
44,ninguno,medio,medio,0,93680,si,no
56,ninguno,bajo,bajo,3,12322,no,no
45,ninguno,bajo,bajo,6,9748,no,si
40,ninguno,medio,bajo,0,15030,si,no
50,ninguno,bajo,bajo,5,14051,no,si
53,posgrado,medio,bajo,0,98531,si,si
51,posgrado,alto,bajo,0,76609,si,si
48,ninguno,bajo,bajo,6,9543,no,no
41,ninguno,bajo,bajo,2,14199,no,no
44,ninguno,bajo,bajo,6,5846,no,no
40,licenciatura,medio,alto,0,19953,si,si
32,ninguno,bajo,bajo,6,10086,no,no
25,licenciatura,medio,medio,3,78909,si,si
47,ninguno,medio,medio,2,66052,si,si
58,ninguno,bajo,bajo,1,12693,no,no
34,licenciatura,medio,alto,1,32176,si,si
39,ninguno,medio,alto,3,52496,si,si
42,ninguno,bajo,medio,1,18385,si,no
60,ninguno,bajo,bajo,2,3624,no,no
55,ninguno,bajo,bajo,1,14392,no,no
31,licenciatura,medio,bajo,3,23588,si,si
23,licenciatura,medio,bajo,0,66672,si,si
21,licenciatura,medio,medio,3,74978,si,si
34,licenciatura,medio,medio,3,35471,si,si
51,posgrado,medio,bajo,3,38026,si,si
43,ninguno,bajo,bajo,4,15301,si,no
26,ninguno,medio,medio,0,9232,si,si
53,ninguno,bajo,bajo,4,10759,no,no
36,licenciatura,bajo,bajo,6,13449,no,no
32,licenciatura,medio,alto,3,10968,si,si
27,posgrado,medio,medio,1,25530,si,si
44,ninguno,bajo,bajo,2,15115,no,no
25,licenciatura,medio,medio,3,63209,si,no
32,licenciatura,bajo,bajo,1,12014,no,no
58,ninguno,bajo,bajo,4,5178,no,no
32,licenciatura,bajo,bajo,2,9492,no,no
23,ninguno,medio,bajo,0,26563,si,no
30,ninguno,bajo,bajo,2,8447,no,no
53,ninguno,bajo,bajo,3,12115,no,no
54,ninguno,bajo,bajo,3,5297,no,no
24,ninguno,bajo,bajo,1,5095,no,no
49,ninguno,bajo,bajo,1,12906,no,si
43,posgrado,medio,alto,1,94122,si,si
51,ninguno,medio,medio,1,20071,si,si
22,ninguno,medio,bajo,0,5512,si,no
40,ninguno,bajo,bajo,3,15943,no,no
43,posgrado,medio,medio,3,68281,si,si
59,posgrado,medio,alto,0,31429,si,si
42,posgrado,alto,medio,1,34082,si,si
42,posgrado,medio,medio,0,58763,no,no
34,ninguno,medio,medio,0,30172,si,si
37,ninguno,bajo,bajo,1,3451,si,si
27,licenciatura,medio,bajo,1,1237,si,si
38,licenciatura,alto,medio,0,64981,si,si
33,licenciatura,alto,alto,2,93213,si,si
32,ninguno,medio,alto,0,23466,si,no
29,licenciatura,medio,medio,2,6762,si,si
28,ninguno,medio,medio,3,34621,si,si
22,ninguno,bajo,bajo,2,19743,no,no
33,licenciatura,alto,medio,0,9981,si,si
46,posgrado,medio,alto,2,20965,si,si
55,ninguno,bajo,bajo,5,13856,no,no
51,ninguno,bajo,bajo,5,11131,no,no
31,ninguno,medio,alto,3,38513,si,no
30,ninguno,bajo,bajo,6,11321,no,no
54,posgrado,medio,medio,3,61221,si,si
57,ninguno,medio,medio,2,58515,si,si
45,ninguno,bajo,bajo,3,9617,no,no
33,licenciatura,medio,bajo,0,15490,si,si
30,ninguno,bajo,bajo,3,1225,si,si
45,posgrado,medio,alto,0,71379,si,no
54,ninguno,bajo,bajo,2,12817,no,no
40,licenciatura,medio,medio,1,89640,si,no
36,licenciatura,medio,bajo,3,12635,si,si
54,posgrado,medio,medio,2,28173,si,si
41,posgrado,medio,bajo,0,87070,si,no
25,posgrado,medio,alto,1,43512,si,si
50,ninguno,bajo,bajo,3,19956,no,no
29,licenciatura,medio,medio,0,71388,si,si
45,ninguno,bajo,bajo,3,10995,no,no
36,licenciatura,bajo,bajo,4,3642,no,no
56,posgrado,medio,medio,3,43342,si,no
32,licenciatura,medio,alto,2,21389,si,si
53,ninguno,bajo,bajo,1,17793,no,no
56,posgrado,medio,medio,3,31549,si,no
59,ninguno,bajo,bajo,5,5392,no,no
47,ninguno,bajo,bajo,3,1294,no,no
52,ninguno,bajo,bajo,3,7759,no,no
20,licenciatura,medio,bajo,0,69361,si,si
20,licenciatura,bajo,alto,5,9832,si,no
58,ninguno,bajo,bajo,6,15979,si,no
54,posgrado,alto,alto,1,22653,si,si
26,licenciatura,bajo,bajo,2,5107,no,no
21,licenciatura,alto,bajo,1,69030,si,si
39,licenciatura,medio,bajo,0,81635,si,no
27,licenciatura,medio,medio,1,38908,si,si
59,ninguno,bajo,bajo,4,6702,no,no
50,posgrado,medio,alto,1,46906,si,si
23,ninguno,medio,bajo,2,75470,si,no
52,posgrado,medio,alto,2,97447,si,si
57,ninguno,medio,bajo,0,60754,si,si
56,posgrado,medio,medio,2,14161,no,no
39,licenciatura,alto,medio,1,39637,si,si
56,posgrado,medio,medio,2,76439,si,si
42,posgrado,medio,bajo,1,50452,no,no
56,ninguno,bajo,bajo,4,6406,si,no
36,licenciatura,medio,alto,3,8175,si,si
50,ninguno,medio,bajo,3,25899,si,si
31,ninguno,medio,medio,3,56527,si,si
43,ninguno,bajo,bajo,6,11022,no,no
57,ninguno,bajo,bajo,5,3924,no,no
44,ninguno,bajo,medio,2,1655,si,si
41,ninguno,bajo,bajo,3,4804,no,no
46,ninguno,medio,medio,3,28044,si,no
51,ninguno,bajo,bajo,1,8693,no,no
26,licenciatura,medio,medio,1,21644,si,si
31,licenciatura,bajo,bajo,1,17026,si,si
53,ninguno,bajo,bajo,5,9557,si,no
20,licenciatura,medio,bajo,2,9153,si,si
26,licenciatura,medio,bajo,1,66009,no,no
43,ninguno,bajo,bajo,4,19453,no,no
33,licenciatura,medio,alto,1,88096,si,si
38,licenciatura,bajo,bajo,1,1901,no,no
46,ninguno,bajo,bajo,4,11203,no,no
48,ninguno,bajo,bajo,1,4794,si,no
22,licenciatura,bajo,bajo,6,12353,no,no
22,licenciatura,medio,bajo,3,17132,si,si
52,posgrado,alto,alto,2,80833,si,si
46,ninguno,bajo,bajo,6,7333,no,no
39,licenciatura,medio,medio,3,86561,si,si
27,licenciatura,medio,medio,2,65279,si,si
41,posgrado,medio,medio,0,99752,si,si
47,posgrado,medio,alto,0,34444,si,si
52,ninguno,bajo,bajo,3,1619,no,si
31,licenciatura,bajo,bajo,1,929,no,si
59,ninguno,bajo,bajo,5,8502,no,no
41,posgrado,bajo,bajo,2,12089,no,no
21,ninguno,bajo,bajo,1,7588,si,si
33,licenciatura,medio,medio,0,93038,si,si
48,posgrado,medio,alto,2,84806,si,no
43,posgrado,medio,alto,0,65600,no,no
23,licenciatura,medio,bajo,3,57295,si,si
42,posgrado,alto,medio,3,12631,si,no
29,licenciatura,bajo,bajo,4,7401,si,si
42,ninguno,bajo,bajo,4,1960,no,no
33,licenciatura,medio,bajo,3,73400,no,no
59,ninguno,medio,alto,2,33255,si,si
30,posgrado,medio,medio,1,67226,si,si
47,ninguno,medio,medio,0,47309,si,si
46,ninguno,bajo,bajo,1,2816,no,no
44,ninguno,bajo,bajo,1,2758,no,si
32,licenciatura,medio,medio,1,34502,si,no
49,ninguno,medio,alto,2,46644,si,si
25,posgrado,medio,bajo,1,93398,si,si
32,licenciatura,bajo,bajo,5,1081,no,no
26,ninguno,bajo,bajo,2,13019,no,no
59,ninguno,medio,alto,0,47812,no,no
32,licenciatura,medio,alto,0,50087,si,si
34,ninguno,medio,alto,3,4164,si,no
53,posgrado,alto,bajo,0,53356,si,si
46,ninguno,bajo,bajo,6,4726,no,no
54,ninguno,bajo,bajo,1,8966,no,no
33,licenciatura,bajo,bajo,6,11313,no,no
56,ninguno,medio,alto,2,66670,no,no
53,posgrado,bajo,bajo,3,1221,no,no
30,licenciatura,medio,bajo,3,40475,si,si
35,ninguno,medio,alto,1,33062,si,no
41,posgrado,medio,medio,3,39408,si,si
40,ninguno,bajo,bajo,2,6021,si,no
35,ninguno,medio,alto,3,99339,si,si
27,posgrado,alto,medio,1,15611,no,no
30,ninguno,medio,bajo,1,4731,si,si
55,posgrado,medio,medio,1,50111,si,si
34,licenciatura,medio,medio,2,3757,no,no
35,licenciatura,medio,bajo,0,30611,si,no
21,licenciatura,medio,medio,2,84198,no,no
28,licenciatura,bajo,bajo,2,9358,no,no
36,licenciatura,bajo,bajo,6,1646,no,no
37,posgrado,medio,medio,3,29298,si,si
59,posgrado,medio,medio,1,56213,si,si
48,ninguno,bajo,bajo,6,639,si,no
43,ninguno,alto,medio,1,44345,si,si
35,ninguno,bajo,bajo,2,7613,no,no
50,ninguno,bajo,bajo,3,8109,no,si
29,ninguno,medio,alto,0,4769,si,si
24,licenciatura,bajo,bajo,4,5043,no,no
55,ninguno,bajo,bajo,4,11111,no,no
39,licenciatura,medio,medio,0,34097,si,si
39,licenciatura,medio,medio,3,93548,no,no
25,ninguno,medio,alto,1,44147,si,no
28,ninguno,bajo,bajo,2,9865,no,no
20,ninguno,medio,alto,1,44046,si,si
46,ninguno,bajo,bajo,5,4185,no,no
52,ninguno,bajo,bajo,6,8929,no,no
56,ninguno,bajo,medio,2,5766,no,no
31,licenciatura,medio,medio,0,63771,si,no
20,ninguno,bajo,bajo,5,6111,no,no
53,posgrado,medio,medio,1,68322,si,no
49,ninguno,bajo,medio,6,4150,si,no
49,ninguno,bajo,bajo,5,11004,no,no
30,licenciatura,medio,alto,3,53807,si,si
34,ninguno,medio,medio,2,48873,no,no
45,ninguno,bajo,bajo,3,7438,no,no
32,ninguno,medio,bajo,0,89046,si,si
21,licenciatura,bajo,bajo,6,7220,no,no
40,licenciatura,alto,medio,1,68670,si,si
41,ninguno,bajo,bajo,5,12445,si,no
42,ninguno,bajo,bajo,1,572,no,no
39,ninguno,bajo,bajo,1,15066,no,no
51,ninguno,bajo,bajo,6,16778,no,si
53,ninguno,bajo,bajo,3,1304,no,no
51,ninguno,bajo,bajo,1,10275,no,no
42,ninguno,medio,alto,0,57742,si,si
32,licenciatura,medio,medio,2,28212,no,no
56,ninguno,alto,alto,1,13702,no,no
52,ninguno,bajo,bajo,2,9974,no,no
31,licenciatura,alto,alto,3,19283,si,si
53,ninguno,bajo,bajo,6,653,no,si
29,ninguno,bajo,medio,1,12696,si,no
43,ninguno,bajo,bajo,1,3301,no,no
58,ninguno,bajo,bajo,4,16142,si,si
53,ninguno,bajo,bajo,2,11048,no,no
43,posgrado,medio,medio,1,14524,si,si
29,ninguno,bajo,medio,4,16857,si,si
38,licenciatura,medio,medio,1,53602,si,si
43,ninguno,bajo,bajo,1,10046,no,no
44,ninguno,bajo,bajo,6,4761,no,no
43,ninguno,bajo,bajo,6,13289,no,no
32,ninguno,bajo,bajo,3,1511,no,si
47,ninguno,bajo,bajo,6,16614,si,si
54,ninguno,bajo,medio,6,3812,si,si
29,licenciatura,medio,bajo,0,16698,si,si
27,ninguno,medio,medio,0,8210,si,si
60,ninguno,medio,bajo,1,11636,si,no
56,ninguno,bajo,bajo,2,15499,no,no
39,licenciatura,medio,alto,3,59259,si,si
54,ninguno,bajo,bajo,4,6866,no,si
42,ninguno,bajo,bajo,1,6569,no,no
23,licenciatura,medio,medio,3,55838,si,si
39,licenciatura,medio,medio,1,96320,si,si
39,licenciatura,medio,medio,2,79212,si,no
39,licenciatura,medio,bajo,2,55052,si,no
32,licenciatura,medio,medio,3,71804,si,no
32,licenciatura,medio,alto,1,41682,si,si
48,ninguno,bajo,bajo,6,17947,no,no
57,ninguno,bajo,bajo,2,10525,si,no
23,ninguno,medio,alto,0,1101,si,no
23,ninguno,bajo,bajo,2,4476,no,no
20,licenciatura,medio,alto,1,59172,si,no
33,posgrado,alto,bajo,0,27673,no,no
36,posgrado,bajo,bajo,3,6706,no,no
37,licenciatura,bajo,bajo,2,7899,no,no
49,posgrado,medio,alto,1,3598,si,si
48,posgrado,alto,bajo,3,86112,si,si
36,licenciatura,medio,medio,1,32470,si,si
43,posgrado,medio,bajo,0,30338,si,si
60,ninguno,bajo,bajo,1,9753,no,no
43,ninguno,bajo,medio,5,12293,si,no
36,ninguno,bajo,bajo,4,7649,no,no
55,ninguno,bajo,bajo,5,6242,no,no
31,ninguno,bajo,bajo,3,18742,no,si
35,ninguno,alto,bajo,1,11172,si,si
50,ninguno,medio,medio,2,48936,si,si
37,licenciatura,medio,bajo,2,24902,si,no
33,ninguno,bajo,bajo,3,15348,no,no
27,licenciatura,medio,medio,3,67981,si,no
28,ninguno,bajo,bajo,2,3471,si,si
34,posgrado,medio,bajo,2,50014,si,si
57,posgrado,bajo,bajo,5,19623,no,no
45,ninguno,medio,medio,0,89765,si,si
36,ninguno,alto,medio,0,82912,no,si
46,ninguno,medio,medio,0,11859,si,no
43,posgrado,medio,medio,0,26188,no,si
56,ninguno,bajo,bajo,2,7076,no,no
29,ninguno,medio,bajo,1,15029,no,no
47,posgrado,medio,medio,1,49552,si,si
26,ninguno,bajo,bajo,1,8923,no,no
20,licenciatura,alto,medio,2,95229,si,si
42,ninguno,bajo,bajo,6,1162,si,si
25,licenciatura,medio,bajo,3,50325,si,si
20,licenciatura,medio,alto,0,67390,si,no
49,posgrado,medio,medio,0,34220,si,si
29,licenciatura,bajo,bajo,6,8978,no,no
48,posgrado,medio,alto,3,92175,si,si
29,ninguno,bajo,bajo,3,1671,no,no
25,licenciatura,medio,alto,1,84053,si,si
48,ninguno,bajo,bajo,1,3385,si,si
21,licenciatura,medio,medio,2,24981,si,si
38,licenciatura,bajo,bajo,5,5706,si,no
39,licenciatura,medio,bajo,3,22729,si,si
45,ninguno,medio,medio,1,3364,si,no
47,posgrado,bajo,bajo,4,2312,no,si
55,ninguno,medio,alto,0,82582,si,si
25,licenciatura,medio,medio,0,55532,si,si
60,ninguno,bajo,bajo,2,3010,no,no
30,licenciatura,medio,medio,1,25531,si,si
40,ninguno,bajo,bajo,1,8983,no,si
35,licenciatura,bajo,bajo,2,10905,no,no
34,licenciatura,medio,medio,0,30964,si,no
35,licenciatura,bajo,bajo,3,10147,no,si
57,ninguno,bajo,bajo,1,18194,no,no
48,ninguno,medio,bajo,3,28200,si,si
47,ninguno,bajo,bajo,3,14213,no,no
59,posgrado,medio,medio,0,23519,si,si
29,licenciatura,medio,alto,2,67946,si,si
40,licenciatura,medio,bajo,1,57774,si,no
33,licenciatura,bajo,medio,6,14025,no,no
34,ninguno,medio,alto,1,23603,si,no
35,licenciatura,medio,alto,2,49584,no,si
48,ninguno,bajo,bajo,6,658,no,no
34,ninguno,medio,bajo,0,44977,si,si
57,posgrado,bajo,bajo,4,14556,si,no
46,ninguno,bajo,bajo,4,7423,no,no
44,posgrado,bajo,bajo,3,14580,no,no
26,ninguno,medio,alto,2,17720,si,si
20,licenciatura,bajo,bajo,5,2669,si,si
51,ninguno,bajo,bajo,4,2427,no,no
33,licenciatura,bajo,bajo,6,11449,no,no
42,ninguno,medio,medio,0,42643,si,si
55,ninguno,bajo,bajo,4,13371,no,no
26,posgrado,alto,bajo,0,48413,si,si
30,ninguno,bajo,bajo,3,10796,no,no
55,posgrado,bajo,medio,1,5213,no,no
57,ninguno,bajo,bajo,5,19113,si,no
33,licenciatura,medio,alto,1,57440,si,si
36,licenciatura,bajo,alto,6,8742,si,si
51,ninguno,medio,alto,3,55438,si,si
33,licenciatura,medio,bajo,3,13507,si,si
22,licenciatura,medio,medio,1,53733,si,si
58,ninguno,bajo,bajo,1,16342,no,no
27,posgrado,medio,bajo,1,38083,si,si
53,ninguno,bajo,bajo,3,13370,no,si
31,licenciatura,bajo,bajo,4,4915,no,si
51,ninguno,bajo,bajo,4,15089,no,no
33,licenciatura,bajo,bajo,6,13259,no,si
38,ninguno,bajo,bajo,4,17197,no,no
24,licenciatura,bajo,bajo,4,18202,si,no
28,ninguno,medio,bajo,1,61570,si,si
43,posgrado,medio,alto,1,79127,si,si
25,ninguno,bajo,bajo,5,18901,no,no
22,licenciatura,medio,bajo,0,14335,si,si
45,posgrado,medio,medio,2,91041,si,si
29,ninguno,bajo,bajo,2,14174,no,no
60,ninguno,medio,medio,0,95237,si,si
57,ninguno,bajo,bajo,1,14929,no,no
33,ninguno,bajo,medio,6,12807,si,no
49,posgrado,medio,bajo,1,25196,si,si
53,posgrado,medio,medio,1,75937,si,si
45,ninguno,bajo,bajo,4,11533,no,si
42,ninguno,bajo,bajo,6,16419,no,no
21,licenciatura,medio,alto,3,19266,si,si
40,licenciatura,medio,bajo,1,49034,si,no
44,ninguno,bajo,bajo,4,17766,no,si
21,licenciatura,bajo,bajo,6,17221,si,si
58,posgrado,medio,medio,1,92231,si,si
50,ninguno,bajo,bajo,4,9775,si,no
42,posgrado,alto,alto,1,14389,si,si
34,licenciatura,bajo,bajo,3,13714,no,no
52,ninguno,bajo,medio,6,1632,no,si
50,ninguno,bajo,bajo,4,1957,no,no
25,ninguno,medio,alto,2,18508,si,no
58,ninguno,bajo,bajo,3,14282,no,no
24,licenciatura,alto,bajo,2,13128,no,no
52,ninguno,bajo,bajo,4,1791,si,no
43,ninguno,medio,alto,3,34754,si,si
59,posgrado,alto,bajo,1,73275,si,no
49,posgrado,alto,medio,0,68992,si,si
28,ninguno,medio,bajo,3,31113,si,si
20,licenciatura,bajo,medio,1,9936,no,si
56,ninguno,bajo,bajo,5,13703,no,no
31,ninguno,bajo,bajo,2,18983,si,no
27,licenciatura,bajo,bajo,5,17408,no,si
41,posgrado,medio,medio,2,94329,si,si
50,ninguno,medio,medio,3,66386,si,no
36,ninguno,medio,bajo,1,51009,si,si
47,posgrado,medio,alto,0,41115,si,no
40,licenciatura,bajo,bajo,3,1894,no,no
26,licenciatura,bajo,bajo,6,15531,no,si
57,ninguno,bajo,bajo,3,19247,no,no
39,licenciatura,medio,medio,2,15847,si,si
56,ninguno,bajo,bajo,1,11669,no,no
24,ninguno,bajo,medio,5,14090,si,no
34,licenciatura,bajo,bajo,6,6376,no,no
29,licenciatura,medio,alto,2,99887,si,no
37,ninguno,medio,medio,3,83393,si,si
29,licenciatura,medio,medio,0,77112,si,si
23,ninguno,bajo,bajo,3,740,si,si
54,posgrado,alto,alto,0,79508,si,si
48,ninguno,bajo,bajo,5,5867,no,no
44,ninguno,medio,bajo,2,43076,si,si
28,ninguno,bajo,bajo,5,9512,no,si
32,licenciatura,medio,alto,0,72013,si,no
40,licenciatura,bajo,bajo,4,2426,no,no
60,posgrado,alto,alto,2,75355,si,si
44,posgrado,alto,alto,3,17983,si,si
35,licenciatura,medio,alto,2,32598,si,no
25,licenciatura,medio,medio,0,78607,si,no
24,licenciatura,medio,medio,0,69528,si,no
29,ninguno,medio,alto,1,13974,si,no
44,posgrado,medio,medio,2,66700,si,si
58,ninguno,bajo,bajo,6,18041,no,no
58,posgrado,medio,alto,1,9415,si,si
60,posgrado,medio,alto,0,57292,si,si
22,licenciatura,bajo,bajo,3,19138,no,no
40,posgrado,alto,medio,0,13112,si,si
48,ninguno,bajo,bajo,2,2853,si,no
40,licenciatura,bajo,bajo,2,3330,no,si
50,posgrado,bajo,bajo,5,2120,no,si
49,ninguno,bajo,medio,4,1625,si,no
56,ninguno,medio,medio,3,57149,si,si
53,ninguno,bajo,bajo,6,5267,no,si
23,licenciatura,medio,medio,3,62023,si,si
49,ninguno,bajo,medio,3,18063,si,no
27,licenciatura,medio,bajo,2,80340,si,no
47,ninguno,medio,alto,2,12891,si,si
50,ninguno,bajo,medio,1,19346,no,no
41,ninguno,bajo,bajo,4,8714,no,no
38,licenciatura,medio,medio,2,3013,si,si
50,posgrado,medio,medio,1,96027,si,si
26,ninguno,bajo,medio,2,4742,si,no
35,licenciatura,bajo,bajo,3,7739,no,no
20,licenciatura,medio,medio,1,76320,no,no
55,ninguno,bajo,bajo,1,6858,no,no
38,ninguno,bajo,bajo,4,19606,si,si
46,ninguno,bajo,bajo,6,19454,si,si
50,ninguno,bajo,bajo,5,10486,no,no
46,ninguno,bajo,bajo,2,13229,no,no
33,licenciatura,medio,medio,1,13467,si,si
27,licenciatura,medio,bajo,2,2205,si,si
35,licenciatura,bajo,bajo,5,15947,no,no
36,ninguno,medio,bajo,3,34191,si,no
55,ninguno,bajo,bajo,2,4008,no,no
23,ninguno,bajo,bajo,1,1319,si,si
51,ninguno,medio,medio,0,16261,si,si
42,ninguno,bajo,bajo,6,14604,no,no
44,ninguno,bajo,bajo,1,7705,si,no
58,ninguno,medio,medio,2,93221,si,no
41,ninguno,bajo,bajo,2,2178,no,no
60,ninguno,bajo,bajo,6,18465,si,si
46,ninguno,medio,medio,1,60007,no,no
49,posgrado,bajo,bajo,5,7753,no,no
27,ninguno,medio,alto,0,60878,si,si
28,licenciatura,medio,alto,1,48877,si,si
53,ninguno,bajo,bajo,1,16253,no,si
24,licenciatura,bajo,bajo,3,14159,no,no
20,licenciatura,medio,alto,3,90348,si,no
33,licenciatura,bajo,bajo,3,773,no,no
45,ninguno,bajo,alto,5,5012,si,si
54,ninguno,medio,bajo,2,12681,si,si
43,posgrado,medio,alto,0,60996,no,si
49,ninguno,bajo,bajo,5,11720,no,si
20,licenciatura,alto,medio,0,51283,si,si
